Date,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock Splits
2012-01-03 00:00:00-05:00,18.533109664916992,19.2204532623291,18.23973274230957,18.642078399658203,17.03605079650879,1169498,0.0,0.0
2012-01-04 00:00:00-05:00,19.471920013427734,19.471920013427734,18.31517219543457,18.893545150756836,17.265857696533203,469684,0.0,0.0
2012-01-05 00:00:00-05:00,18.809722900390625,18.809722900390625,18.23973274230957,18.558256149291992,16.959453582763672,802293,0.0,0.0
2012-01-06 00:00:00-05:00,18.558256149291992,19.136629104614258,18.44090461730957,18.901927947998047,17.27351951599121,690628,0.0,0.0
2012-01-09 00:00:00-05:00,18.952220916748047,19.036043167114258,18.843252182006836,19.036043167114258,17.396076202392578,499628,0.0,0.0
2012-01-10 00:00:00-05:00,19.21207046508789,20.117351531982422,19.21207046508789,19.974853515625,18.25401496887207,1131918,0.0,0.0
2012-01-11 00:00:00-05:00,19.94970703125,20.13411521911621,19.773679733276367,20.075439453125,18.345930099487305,271288,0.0,0.0
2012-01-12 00:00:00-05:00,20.201173782348633,20.95557403564453,19.99161720275879,20.695724487304688,18.912776947021484,1208986,0.0,0.0
2012-01-13 00:00:00-05:00,20.561609268188477,21.223806381225586,20.352054595947266,20.78792953491211,18.997034072875977,645294,0.0,0.0
2012-01-17 00:00:00-05:00,20.913663864135742,21.064542770385742,20.343671798706055,20.419111251831055,18.65999412536621,1059145,0.0,0.0
2012-01-18 00:00:00-05:00,20.293378829956055,20.95557403564453,20.293378829956055,20.536462783813477,18.767236709594727,679652,0.0,0.0
2012-01-19 00:00:00-05:00,20.68734359741211,21.098072052001953,20.611902236938477,21.014249801635742,19.203866958618164,1141105,0.0,0.0
2012-01-20 00:00:00-05:00,20.972339630126953,21.123218536376953,20.90528106689453,21.039396286010742,19.226844787597656,634676,0.0,0.0
2012-01-23 00:00:00-05:00,21.106454849243164,21.65129852294922,21.022632598876953,21.357921600341797,19.517925262451172,584093,0.0,0.0
2012-01-24 00:00:00-05:00,21.207040786743164,21.68482780456543,21.106454849243164,21.63453483581543,19.770706176757812,486863,0.0,0.0
2012-01-25 00:00:00-05:00,21.63453483581543,21.70159339904785,21.349538803100586,21.59262466430664,19.732412338256836,720214,0.0,0.0
2012-01-26 00:00:00-05:00,21.66806411743164,22.330259323120117,21.098072052001953,21.75188636779785,19.877954483032227,956309,0.0,0.0
2012-01-27 00:00:00-05:00,22.598491668701172,22.967309951782227,21.936294555664062,22.766136169433594,20.80482292175293,3047876,0.0,0.0
2012-01-30 00:00:00-05:00,22.757753372192383,23.093042373657227,22.271583557128906,22.699077606201172,20.743539810180664,805514,0.0,0.0
2012-01-31 00:00:00-05:00,22.858339309692383,23.042749404907227,22.271583557128906,22.48952293395996,20.552040100097656,660445,0.0,0.0
2012-02-01 00:00:00-05:00,22.740989685058594,24.048616409301758,22.623638153076172,23.964794158935547,21.900217056274414,850609,0.0,0.0
2012-02-02 00:00:00-05:00,23.579212188720703,24.341995239257812,23.36127471923828,24.2833194732666,22.19130516052246,682038,0.0,0.0
2012-02-03 00:00:00-05:00,24.509639739990234,26.010059356689453,24.492874145507812,25.77535629272461,23.55480194091797,3254862,0.0,0.0
2012-02-06 00:00:00-05:00,25.6663875579834,25.80050277709961,25.0628662109375,25.582565307617188,23.378616333007812,1968927,0.0,0.0
2012-02-07 00:00:00-05:00,25.5658016204834,25.5658016204834,24.87845802307129,25.213747024536133,23.04157066345215,944737,0.0,0.0
2012-02-08 00:00:00-05:00,25.297569274902344,25.356245040893555,24.3839054107666,25.0628662109375,22.9036865234375,1802742,0.0,0.0
2012-02-09 00:00:00-05:00,25.138307571411133,25.1634521484375,24.660520553588867,24.97904396057129,22.827096939086914,1801191,0.0,0.0
2012-02-10 00:00:00-05:00,24.719194412231445,25.289186477661133,24.610225677490234,25.180217742919922,23.01093292236328,1777331,0.0,0.0
2012-02-13 00:00:00-05:00,25.155071258544922,25.356245040893555,25.0880126953125,25.155071258544922,22.98794937133789,1762777,0.0,0.0
2012-02-14 00:00:00-05:00,24.467727661132812,24.719194412231445,24.098909378051758,24.3587589263916,22.26024055480957,10285688,0.0,0.0
2012-02-15 00:00:00-05:00,24.509639739990234,24.9874267578125,24.417434692382812,24.626991271972656,22.5053653717041,5713635,0.0,0.0
2012-02-16 00:00:00-05:00,24.727577209472656,25.80888557434082,24.610225677490234,25.414920806884766,23.225418090820312,5809314,0.0,0.0
2012-02-17 00:00:00-05:00,25.6160945892334,26.404022216796875,25.289186477661133,26.227996826171875,23.968441009521484,5353588,0.0,0.0
2012-02-21 00:00:00-05:00,27.585918426513672,27.64459228515625,25.431684494018555,25.92623519897461,23.692678451538086,4582790,0.0,0.0
2012-02-22 00:00:00-05:00,26.026823043823242,26.278289794921875,25.406538009643555,26.001676559448242,23.761619567871094,1731878,0.0,0.0
2012-02-23 00:00:00-05:00,26.127410888671875,26.320201873779297,25.6160945892334,25.984912872314453,23.746301651000977,1398196,0.0,0.0
2012-02-24 00:00:00-05:00,25.94300079345703,26.61357879638672,25.8172664642334,26.311819076538086,24.045045852661133,1332581,0.0,0.0
2012-02-27 00:00:00-05:00,26.311819076538086,26.51299285888672,26.010059356689453,26.227996826171875,23.968441009521484,2578908,0.0,0.0
2012-02-28 00:00:00-05:00,26.378877639770508,26.974014282226562,26.320201873779297,26.72254753112793,24.420387268066406,1538731,0.0,0.0
2012-02-29 00:00:00-05:00,26.974014282226562,27.200334548950195,26.496227264404297,26.823135375976562,24.512310028076172,2937285,0.0,0.0
2012-03-01 00:00:00-05:00,26.932104110717773,27.233863830566406,26.295053482055664,26.823135375976562,24.512310028076172,3060403,0.0,0.0
2012-03-02 00:00:00-05:00,26.59681510925293,27.233863830566406,26.59681510925293,27.099748611450195,24.76509666442871,1941369,0.0,0.0
2012-03-05 00:00:00-05:00,27.074602127075195,27.351215362548828,26.278289794921875,26.52137565612793,24.236547470092773,2205141,0.0,0.0
2012-03-06 00:00:00-05:00,26.295053482055664,26.529756546020508,24.970661163330078,25.129924774169922,22.964969635009766,1253366,0.0,0.0
2012-03-07 00:00:00-05:00,24.97904396057129,25.87594223022461,24.97904396057129,25.155071258544922,22.98794937133789,813030,0.0,0.0
2012-03-08 00:00:00-05:00,25.532272338867188,26.747695922851562,25.356245040893555,26.57166862487793,24.282506942749023,4290267,0.0,0.0
2012-03-09 00:00:00-05:00,26.445934295654297,26.73931312561035,26.362112045288086,26.68063735961914,24.382089614868164,764117,0.0,0.0
